method,mean_intensity,std_intensity,contrast_ratio,laplacian_variance,entropy,edge_density,dynamic_range,local_contrast_consistency,filename,split,source
mild_clahe_percentile,0.7978292,0.13547654,0.16980623530243186,85.08816303297863,6.666780191170354,0.05479717254638672,1.0,27.542467566097528,6 BEEF Shoulder -1_grid_5x5_r6_c2_r8_c0.jpg,train,dataset_tile
percentile_only,0.8707272,0.08973703,0.10305974906620906,29.102926253748592,5.876746150674598,0.014093399047851562,1.0,34.93329075106926,6 BEEF Shoulder -1_grid_5x5_r6_c2_r8_c0.jpg,train,dataset_tile
current_zscore,-0.0057981135,0.0070379013,-1.2140354471707167,0.06676578519454779,0.9582602809897455,0.0,0.037104312,745.0909617033265,Meat_Lauren_r9_c3.jpg,train,dataset_tile
clahe_percentile,0.5376731,0.26449975,0.4919332100530002,79.74951049294646,7.904434694642742,0.08212947845458984,1.0,19.056025530420115,Meat_Lauren_r9_c3.jpg,train,dataset_tile
mild_clahe_percentile,0.56466424,0.24363331,0.43146504459893575,71.1874465627734,7.781324980521568,0.07332706451416016,1.0,20.10144401616242,Meat_Lauren_r9_c3.jpg,train,dataset_tile
percentile_only,0.6272578,0.19795758,0.31559153536729145,30.39966773541164,7.390331675867794,0.02620983123779297,1.0,26.51162421271704,Meat_Lauren_r9_c3.jpg,train,dataset_tile
current_zscore,-0.0020210978,0.0065479777,-3.2414161565570496,0.09783649443761533,0.9962318597778044,0.0,0.036949065,789.5182287856317,6 BEEF Shoulder -1_grid_5x5_r3_c1_r4_c8.jpg,train,dataset_tile
clahe_percentile,0.64172286,0.23065023,0.3594228707317124,96.80910767593625,7.652460070844952,0.09073925018310547,0.9999959,20.798550100387523,6 BEEF Shoulder -1_grid_5x5_r3_c1_r4_c8.jpg,train,dataset_tile
mild_clahe_percentile,0.6714093,0.21437125,0.3192850128077522,79.87627783618154,7.512392351664174,0.07590198516845703,1.0,22.089001852236816,6 BEEF Shoulder -1_grid_5x5_r3_c1_r4_c8.jpg,train,dataset_tile
percentile_only,0.7247646,0.184175,0.2541166458240452,29.98528643350801,7.182659886864808,0.02052593231201172,1.0,28.104559421484876,6 BEEF Shoulder -1_grid_5x5_r3_c1_r4_c8.jpg,train,dataset_tile
current_zscore,-0.0019997414,0.006755903,-3.3800784981281926,0.05281352970541775,0.8272909410221263,0.0,0.03710431,1032.6121173495173,6 BEEF Shoulder -1_grid_5x5_r3_c2_r0_c2.jpg,train,dataset_tile
clahe_percentile,0.63365376,0.24451874,0.3858863807511428,69.24691781369523,7.656258769331268,0.04901599884033203,1.0,24.37596554628366,6 BEEF Shoulder -1_grid_5x5_r3_c2_r0_c2.jpg,train,dataset_tile
mild_clahe_percentile,0.66434085,0.22117187,0.33291876704566786,56.62836764099484,7.489226673739005,0.03780937194824219,1.0,26.55573865917403,6 BEEF Shoulder -1_grid_5x5_r3_c2_r0_c2.jpg,train,dataset_tile
percentile_only,0.7209981,0.19002454,0.2635572466288066,17.690058621351454,7.027334660772736,0.007178306579589844,1.0,36.76160174130849,6 BEEF Shoulder -1_grid_5x5_r3_c2_r0_c2.jpg,train,dataset_tile
current_zscore,-0.0019249965,0.0073900023,-3.8409645056520945,0.08673000211183535,0.8731973898021773,0.0,0.03632807,896.6712315460184,Meat_5_17_r8_c3.jpg,train,dataset_tile
clahe_percentile,0.64744556,0.25673923,0.3965411896874841,122.4026916782459,7.53784897148638,0.07959175109863281,1.0,20.3150403665498,Meat_5_17_r8_c3.jpg,train,dataset_tile
mild_clahe_percentile,0.6682223,0.23997046,0.359117165779918,100.05853440835804,7.4050972531432695,0.0633687973022461,1.0,21.90966008919311,Meat_5_17_r8_c3.jpg,train,dataset_tile
percentile_only,0.7045428,0.21834525,0.30991011459987045,34.865232911098246,6.992188769898102,0.017144203186035156,1.0,30.390832098006076,Meat_5_17_r8_c3.jpg,train,dataset_tile
current_zscore,-0.0017555183,0.002546357,-1.4513140465931438,0.013489723161001166,0.1966796508493665,0.0,0.018629778,2725.909184581635,"4th Meat, 400 g, 3 wts_grid_5x5_r1_c1_r1_c0.jpg",train,dataset_tile
clahe_percentile,0.5726238,0.17482172,0.30529890216202793,99.9030053921706,7.079641791314273,0.08804035186767578,1.0,34.03046099750999,"4th Meat, 400 g, 3 wts_grid_5x5_r1_c1_r1_c0.jpg",train,dataset_tile
mild_clahe_percentile,0.5802566,0.16484989,0.2840977827251863,94.30355995730133,6.823853866279034,0.07777786254882812,1.0,35.38621286424335,"4th Meat, 400 g, 3 wts_grid_5x5_r1_c1_r1_c0.jpg",train,dataset_tile
percentile_only,0.5737097,0.14775088,0.2575355096439165,47.25635886747841,6.069951034858862,0.020746231079101562,1.0,47.10435272363774,"4th Meat, 400 g, 3 wts_grid_5x5_r1_c1_r1_c0.jpg",train,dataset_tile
current_zscore,0.002480657,0.003494533,1.4081450052381912,0.11023139924145653,1.0029967004124989,0.0,0.030118143,1851.3510521461383,12.12 Beef Shoulder 2_grid_5x5_r0_c5_r5_c7.jpg,train,dataset_tile
clahe_percentile,0.7132765,0.18243587,0.25577123738159974,73.57066152407788,7.196770235070598,0.047298431396484375,1.0,31.260976567753435,12.12 Beef Shoulder 2_grid_5x5_r0_c5_r5_c7.jpg,train,dataset_tile
mild_clahe_percentile,0.7310459,0.17257032,0.2360591605881063,71.22760268941684,6.928528759569487,0.04453754425048828,1.0,31.44633114126517,12.12 Beef Shoulder 2_grid_5x5_r0_c5_r5_c7.jpg,train,dataset_tile
percentile_only,0.7616942,0.1530793,0.20097186190551505,30.043585896255536,6.347055079548153,0.014864921569824219,1.0,42.51467346369187,12.12 Beef Shoulder 2_grid_5x5_r0_c5_r5_c7.jpg,train,dataset_tile
current_zscore,-0.0035615703,0.0029477808,-0.8278956777745388,0.002704620361328125,0.060576264475968436,0.0,0.029962895,1448.7498217315522,Meat_5_17_r4_c0.jpg,train,dataset_tile
clahe_percentile,0.56791157,0.19217876,0.3383949708804316,131.76846571032365,7.321561706195118,0.10501766204833984,1.0,22.79786897563958,Meat_5_17_r4_c0.jpg,train,dataset_tile
mild_clahe_percentile,0.58800036,0.17183314,0.2922325612831369,110.98909526690841,7.078197225556714,0.08306503295898438,1.0,24.83777267021809,Meat_5_17_r4_c0.jpg,train,dataset_tile
percentile_only,0.64496475,0.12726982,0.19732802629411572,47.88100429777751,6.28161577282512,0.022630691528320312,1.0,33.70626847822769,Meat_5_17_r4_c0.jpg,train,dataset_tile
current_zscore,-0.00060206535,0.005521786,-9.186664825229169,0.07674312584185827,1.0013427831983226,0.0,0.03632807,1031.1462753873193,6 BEEF Shoulder -1_grid_5x5_r5_c2_r3_c7.jpg,train,dataset_tile
clahe_percentile,0.66238743,0.21730788,0.3280671437780277,97.72659307444584,7.580266724855382,0.06330394744873047,1.0,22.62496778414434,6 BEEF Shoulder -1_grid_5x5_r5_c2_r3_c7.jpg,train,dataset_tile
mild_clahe_percentile,0.6844037,0.20320854,0.2969128217681404,86.36706844417131,7.398434137894171,0.05592060089111328,1.0,23.69789331835109,6 BEEF Shoulder -1_grid_5x5_r5_c2_r3_c7.jpg,train,dataset_tile
percentile_only,0.72827846,0.1760515,0.24173618450567458,34.1993958146777,6.9985919475189835,0.02135467529296875,1.0,32.42872775469963,6 BEEF Shoulder -1_grid_5x5_r5_c2_r3_c7.jpg,train,dataset_tile
current_zscore,0.0039108144,0.0016545801,0.42296999418388664,0.3024883269936254,0.9644547629782712,0.0,0.019095525,2247.949022470724,6 BEEF Shoulder -1_grid_5x5_r6_c2_r3_c2.jpg,train,dataset_tile
clahe_percentile,0.7788892,0.13478701,0.17305008043573916,137.5207107714436,6.320611208326863,0.08020496368408203,1.0,29.768469044452022,6 BEEF Shoulder -1_grid_5x5_r6_c2_r3_c2.jpg,train,dataset_tile
mild_clahe_percentile,0.8088581,0.11792403,0.14579056802434223,106.3407343573017,6.051518375303582,0.057518959045410156,1.0,32.07195044821942,6 BEEF Shoulder -1_grid_5x5_r6_c2_r3_c2.jpg,train,dataset_tile
percentile_only,0.81366515,0.105495416,0.12965442328038218,63.34960548061645,5.1517157175198,0.03140449523925781,1.0,35.35974157106384,6 BEEF Shoulder -1_grid_5x5_r6_c2_r3_c2.jpg,train,dataset_tile
current_zscore,-0.0035489558,0.00699207,-1.9707320052775503,0.3253221509794457,0.9305022392423266,0.0,0.036017574,662.1797902972313,meattest-36_r6_c6.jpg,train,dataset_tile
clahe_percentile,0.64648074,0.23304176,0.36047694653229434,200.4922127685116,7.565648659777619,0.11529064178466797,1.0,17.004304840042447,meattest-36_r6_c6.jpg,train,dataset_tile
mild_clahe_percentile,0.66974723,0.21888372,0.32681493150401736,164.5334210643763,7.415426658478823,0.08731269836425781,1.0,17.78836157651075,meattest-36_r6_c6.jpg,train,dataset_tile
percentile_only,0.70513403,0.20471342,0.29031803720343713,56.04916953056818,7.095232225075463,0.02744007110595703,1.0,22.632437810080507,meattest-36_r6_c6.jpg,train,dataset_tile
current_zscore,-0.0013886931,0.0069540334,-5.011218498914088,0.17484569548742002,0.9781633758349356,0.0,0.03725956,513.1779377429739,meattest-8_r6_c1.jpg,train,dataset_tile
clahe_percentile,0.6447462,0.24157518,0.37468202630170133,151.07451797636756,7.7378370824878555,0.14000797271728516,1.0,17.91136540915249,meattest-8_r6_c1.jpg,train,dataset_tile
mild_clahe_percentile,0.6879402,0.2216332,0.32216881649661927,128.64319614366104,7.560850027383125,0.1199331283569336,1.0,17.6629239444111,meattest-8_r6_c1.jpg,train,dataset_tile
percentile_only,0.75232595,0.19142035,0.2544377095305584,61.63788339412622,7.150527480087641,0.04801750183105469,1.0,18.652351548571083,meattest-8_r6_c1.jpg,train,dataset_tile
current_zscore,0.0042475765,0.0048104203,1.1322428515554144,0.10252857197247067,0.774607961904183,0.0,0.036793813,1006.5558639633276,meattest-8_r7_c2.jpg,train,dataset_tile
clahe_percentile,0.8281064,0.18796436,0.22698065990680708,136.07983830836616,6.328476468060084,0.052013397216796875,1.0,26.577982556537393,meattest-8_r7_c2.jpg,train,dataset_tile
mild_clahe_percentile,0.85383433,0.1650627,0.19331912107859187,106.47281006315825,6.1516129874218795,0.03479290008544922,1.0,27.598456004687286,meattest-8_r7_c2.jpg,train,dataset_tile
percentile_only,0.8869235,0.14212273,0.16024219863351932,31.05498285177964,5.507629988297556,0.008697509765625,1.0,34.116657736420535,meattest-8_r7_c2.jpg,train,dataset_tile
current_zscore,0.0036494092,0.004450258,1.219112069421285,0.11770534500010399,0.7196266278349582,0.0,0.032291617,1179.5160403592245,6 BEEF Shoulder -1_grid_5x5_r1_c3_r7_c6.jpg,train,dataset_tile
clahe_percentile,0.7918201,0.19034006,0.24038265067486708,68.50024374444911,6.904171477424153,0.023591041564941406,1.0,28.916564149736207,6 BEEF Shoulder -1_grid_5x5_r1_c3_r7_c6.jpg,train,dataset_tile
mild_clahe_percentile,0.8154924,0.1752721,0.21492768541433305,56.5220160537865,6.661272769545345,0.019102096557617188,1.0,28.892231827038923,6 BEEF Shoulder -1_grid_5x5_r1_c3_r7_c6.jpg,train,dataset_tile
percentile_only,0.86614305,0.14476565,0.1671380708921089,19.610736760645523,5.904374294210485,0.007679939270019531,1.0,36.30204073190325,6 BEEF Shoulder -1_grid_5x5_r1_c3_r7_c6.jpg,train,dataset_tile
current_zscore,0.0033471973,0.0015276519,0.45626101690103155,0.3085422513540834,0.9613908904410486,0.0,0.030583888,2049.206308462639,6 BEEF Shoulder -1_grid_5x5_r6_c2_r3_c1.jpg,train,dataset_tile
clahe_percentile,0.7595406,0.13129686,0.1728632838178511,172.97624990509576,6.2488323063671585,0.1063680648803711,1.0,26.16811913743716,6 BEEF Shoulder -1_grid_5x5_r6_c2_r3_c1.jpg,train,dataset_tile
mild_clahe_percentile,0.792775,0.11297504,0.1425056284599427,131.99128858132326,5.967543480296366,0.07442569732666016,1.0,28.499393309532635,6 BEEF Shoulder -1_grid_5x5_r6_c2_r3_c1.jpg,train,dataset_tile
percentile_only,0.8310134,0.080988824,0.09745778914580464,46.70294529114835,5.1891166357336145,0.017362594604492188,1.0,39.51221788525934,6 BEEF Shoulder -1_grid_5x5_r6_c2_r3_c1.jpg,train,dataset_tile
current_zscore,-0.0006084271,0.0063204793,-10.405329820600796,0.13971233367828972,1.0105428750126628,0.0,0.037259556,967.4121152087905,meattest-6_r1_c4.jpg,train,dataset_tile
clahe_percentile,0.67427284,0.22151718,0.32852702248538856,96.14594859232602,7.576770499834746,0.06252574920654297,1.0,21.985097515803787,meattest-6_r1_c4.jpg,train,dataset_tile
mild_clahe_percentile,0.7080324,0.1993943,0.28161707110378525,75.6397473312536,7.4102428701889735,0.044948577880859375,1.0,23.911035399764053,meattest-6_r1_c4.jpg,train,dataset_tile
percentile_only,0.75586915,0.18093194,0.23936907765978785,24.458614188500178,7.084035870109606,0.012083053588867188,1.0,33.84091251794918,meattest-6_r1_c4.jpg,train,dataset_tile
current_zscore,-0.00059018395,0.005364138,-9.10435220912147,0.17466831174442632,0.8795736645625353,0.0,0.036638565,657.211921699751,meattest-8_r5_c2.jpg,train,dataset_tile
clahe_percentile,0.6577699,0.22493593,0.34196697914286867,150.6912524500571,7.619844991944303,0.1210641860961914,1.0,19.864172410534,meattest-8_r5_c2.jpg,train,dataset_tile
mild_clahe_percentile,0.6985915,0.20076957,0.2873915506756479,123.42167076962869,7.404314313036969,0.09997367858886719,1.0,20.24284795135197,meattest-8_r5_c2.jpg,train,dataset_tile
percentile_only,0.7620435,0.15278223,0.20048991411925354,47.34210012710173,6.900706570365355,0.031818389892578125,1.0,23.092134909802134,meattest-8_r5_c2.jpg,train,dataset_tile
current_zscore,0.0030516577,0.0031073883,1.017928828305736,0.3153963052891413,0.9956044393247687,0.0,0.03570708,1089.3705556692623,6 BEEF Shoulder -1_grid_5x5_r6_c3_r6_c2.jpg,train,dataset_tile
clahe_percentile,0.7742345,0.14214098,0.18358882970702325,92.53935086512394,6.699614418824966,0.04718494415283203,1.0,29.19545421178704,6 BEEF Shoulder -1_grid_5x5_r6_c3_r6_c2.jpg,train,dataset_tile
mild_clahe_percentile,0.8064414,0.13033678,0.16161944378032514,71.8661677500267,6.436306563424644,0.03516674041748047,1.0,29.612316645488754,6 BEEF Shoulder -1_grid_5x5_r6_c3_r6_c2.jpg,train,dataset_tile
percentile_only,0.8560753,0.101551406,0.11862424838018863,25.31835073644379,5.66095982315246,0.010875701904296875,1.0,33.42453824694064,6 BEEF Shoulder -1_grid_5x5_r6_c3_r6_c2.jpg,train,dataset_tile
current_zscore,-0.0007054204,0.0046513733,-6.60312126957499,0.053832053933547286,1.0017891508393142,0.0,0.036483318,1030.6655521732237,6 BEEF Shoulder -1_grid_5x5_r5_c2_r3_c6.jpg,train,dataset_tile
clahe_percentile,0.6650054,0.1836079,0.27609946310719,121.26671151174253,7.348769431217652,0.08082199096679688,1.0,22.06072805693444,6 BEEF Shoulder -1_grid_5x5_r5_c2_r3_c6.jpg,train,dataset_tile
mild_clahe_percentile,0.6951061,0.16991167,0.2444395552358361,97.33879494327994,7.205179021746088,0.06434440612792969,1.0,23.732246986619277,6 BEEF Shoulder -1_grid_5x5_r5_c2_r3_c6.jpg,train,dataset_tile
percentile_only,0.7236151,0.14902803,0.20594902597522985,37.36123414935628,6.728595710149338,0.024224281311035156,1.0,32.262050800047476,6 BEEF Shoulder -1_grid_5x5_r5_c2_r3_c6.jpg,train,dataset_tile
current_zscore,-0.0032141707,0.0072773444,-2.2648483551552148,0.1151332853914937,1.0004325253359194,0.0,0.03694906,1089.2266189031625,Test B. Shoulder 3_r2_c5.jpg,train,dataset_tile
clahe_percentile,0.5852781,0.2531766,0.4325741384179241,105.65995936046119,7.806888230853573,0.08869171142578125,1.0,24.156861854921882,Test B. Shoulder 3_r2_c5.jpg,train,dataset_tile
mild_clahe_percentile,0.6175592,0.23420785,0.3792470041562986,91.66606991177832,7.652323411502218,0.0765085220336914,1.0,25.983576432764927,Test B. Shoulder 3_r2_c5.jpg,train,dataset_tile
percentile_only,0.68002844,0.21209711,0.3118940097809611,33.015285206986846,7.329083943424925,0.020345687866210938,1.0,37.42392590030572,Test B. Shoulder 3_r2_c5.jpg,train,dataset_tile
current_zscore,-0.003712039,0.0053522266,-1.4422447695582952,0.047102927898777125,0.9989798162307469,0.0,0.033533603,1191.6476200359366,6 BEEF Shoulder -1_grid_5x5_r4_c2_r7_c6.jpg,train,dataset_tile
clahe_percentile,0.5602409,0.22482201,0.40129452080495337,133.28643485817747,7.628674042207575,0.1123647689819336,1.0,22.313826659532584,6 BEEF Shoulder -1_grid_5x5_r4_c2_r7_c6.jpg,train,dataset_tile
mild_clahe_percentile,0.5732653,0.2080134,0.36285648627589445,114.14736779970426,7.446159801612193,0.09797096252441406,1.0,23.978639100562255,6 BEEF Shoulder -1_grid_5x5_r4_c2_r7_c6.jpg,train,dataset_tile
percentile_only,0.5893325,0.19151053,0.32496120026144004,47.328725893425144,6.982773841655399,0.03597068786621094,1.0,33.37769528664251,6 BEEF Shoulder -1_grid_5x5_r4_c2_r7_c6.jpg,train,dataset_tile
current_zscore,-0.00053753133,0.0057175257,-10.656461910541001,0.19589233316582977,0.9413066249986255,0.0,0.037414808,544.8171748759994,meattest-8_r5_c1.jpg,train,dataset_tile
clahe_percentile,0.64071095,0.2336947,0.3647422253075584,169.8396433809212,7.710072255756186,0.14847183227539062,0.99999595,19.305611019808353,meattest-8_r5_c1.jpg,train,dataset_tile
mild_clahe_percentile,0.69409937,0.2096805,0.3020895935465859,140.94209871548665,7.489833887413051,0.12805843353271484,1.0,19.016715406673885,meattest-8_r5_c1.jpg,train,dataset_tile
percentile_only,0.77575576,0.15738314,0.20287692147505143,60.00541109711685,6.915593747018048,0.046896934509277344,1.0,19.803065733633346,meattest-8_r5_c1.jpg,train,dataset_tile
current_zscore,0.0041748765,0.003854436,0.9230244496794436,0.16740703582672722,0.856855451116372,0.0,0.03477559,1233.613431680624,B-2_r6_c8.jpg,train,dataset_tile
clahe_percentile,0.79679585,0.17822784,0.22368040607263728,63.0825926892785,6.985893156683819,0.04009056091308594,0.9999958,27.78152938883907,B-2_r6_c8.jpg,train,dataset_tile
mild_clahe_percentile,0.8178855,0.16695553,0.20413043491242658,56.858112252738465,6.729284154298582,0.03586101531982422,1.0,27.503375124626427,B-2_r6_c8.jpg,train,dataset_tile
percentile_only,0.8556442,0.14263678,0.1667008377115478,25.28416731930338,5.97730992471645,0.013933181762695312,1.0,33.48017533373878,B-2_r6_c8.jpg,train,dataset_tile
current_zscore,0.0016454479,0.0032588888,1.979345234454723,0.2295951841479109,0.6992267839888988,0.0,0.036638565,1058.427511146642,6 BEEF Shoulder -1_grid_5x5_r6_c3_r5_c2.jpg,train,dataset_tile
clahe_percentile,0.7740132,0.1391276,0.17974811494498177,87.14127168523555,6.6701981132851875,0.05130195617675781,1.0,28.68244471986351,6 BEEF Shoulder -1_grid_5x5_r6_c3_r5_c2.jpg,train,dataset_tile
mild_clahe_percentile,0.8017083,0.123340696,0.15384716007826396,68.33944592099579,6.404583688209378,0.04049873352050781,1.0,29.466838449902987,6 BEEF Shoulder -1_grid_5x5_r6_c3_r5_c2.jpg,train,dataset_tile
percentile_only,0.85200053,0.09583264,0.11247941999879217,22.27708706536123,5.8420602754870785,0.010068893432617188,1.0,36.05277223526808,6 BEEF Shoulder -1_grid_5x5_r6_c3_r5_c2.jpg,train,dataset_tile
current_zscore,-0.00072832155,0.006758674,-9.292552960110438,0.06336021405513748,0.7653683467411898,0.0,0.03710431,821.944402813783,6 BEEF Shoulder -1_grid_5x5_r3_c1_r7_c6.jpg,train,dataset_tile
clahe_percentile,0.68389446,0.24234913,0.35436576010300813,80.59497347730832,7.443879274100613,0.06697940826416016,1.0,21.32676994481911,6 BEEF Shoulder -1_grid_5x5_r3_c1_r7_c6.jpg,train,dataset_tile
mild_clahe_percentile,0.71100914,0.22484295,0.3162302990350851,68.04462709119156,7.261627618408336,0.052575111389160156,1.0,22.21043831595053,6 BEEF Shoulder -1_grid_5x5_r3_c1_r7_c6.jpg,train,dataset_tile
percentile_only,0.7492533,0.1959646,0.26154619556435055,26.948398434204137,6.840013055597862,0.015936851501464844,1.0,28.39227481324428,6 BEEF Shoulder -1_grid_5x5_r3_c1_r7_c6.jpg,train,dataset_tile
current_zscore,7.186034e-05,0.0062394678,85.63599510882095,0.12712955454389885,0.9139159779125297,0.0,0.036793813,868.9358286347746,6 BEEF Shoulder -1_grid_5x5_r3_c1_r1_c4.jpg,train,dataset_tile
clahe_percentile,0.68785185,0.24799578,0.360536094721094,65.76774485109127,7.472701956915119,0.0588531494140625,1.0,21.228164469351608,6 BEEF Shoulder -1_grid_5x5_r3_c1_r1_c4.jpg,train,dataset_tile
mild_clahe_percentile,0.7051902,0.23350102,0.3311173241277697,56.80743622749196,7.323050908508498,0.049017906188964844,1.0,21.830034835938157,6 BEEF Shoulder -1_grid_5x5_r3_c1_r1_c4.jpg,train,dataset_tile
percentile_only,0.756986,0.19320235,0.255225441057134,23.120511619661556,6.900598346960512,0.01625823974609375,1.0,28.129330443811984,6 BEEF Shoulder -1_grid_5x5_r3_c1_r1_c4.jpg,train,dataset_tile
current_zscore,0.0030274235,0.0026055388,0.8603614388687658,0.32176303862706845,0.9773762029616273,0.0,0.03570708,1171.8961169153824,6 BEEF Shoulder -1_grid_5x5_r6_c1_r5_c8.jpg,train,dataset_tile
clahe_percentile,0.7621612,0.13675953,0.17943626084507402,177.24279194806,6.871827483373037,0.1215200424194336,1.0,28.920707649961308,6 BEEF Shoulder -1_grid_5x5_r6_c1_r5_c8.jpg,train,dataset_tile
mild_clahe_percentile,0.7928826,0.118827626,0.14986767656525526,134.75239008758805,6.61834532297431,0.07995319366455078,1.0,30.320858594642093,6 BEEF Shoulder -1_grid_5x5_r6_c1_r5_c8.jpg,train,dataset_tile
percentile_only,0.8526102,0.08104102,0.09505038862583425,42.13218373729251,5.9077960098439375,0.014910697937011719,1.0,37.761266297923505,6 BEEF Shoulder -1_grid_5x5_r6_c1_r5_c8.jpg,train,dataset_tile
current_zscore,-0.0048024985,0.007189107,-1.4972632244493203,0.06937789913718007,0.9658594367167558,0.0,0.03725956,757.9385081817167,Meat_Lauren_r2_c3.jpg,train,dataset_tile
clahe_percentile,0.5696842,0.2557977,0.4490158962433302,111.94190352875376,7.830994240294156,0.09117412567138672,0.99999595,18.186642813096505,Meat_Lauren_r2_c3.jpg,train,dataset_tile
mild_clahe_percentile,0.58745384,0.23790652,0.4049783890150502,96.14462522191627,7.704961675830821,0.07831764221191406,1.0,19.678403760785386,Meat_Lauren_r2_c3.jpg,train,dataset_tile
percentile_only,0.6510994,0.19959626,0.3065522014336346,34.516343939103535,7.335904647986398,0.02334880828857422,1.0,27.32123989713773,Meat_Lauren_r2_c3.jpg,train,dataset_tile
current_zscore,0.003089809,0.0032446347,1.0497687244259655,0.13804721792166674,0.9961187388579986,0.0,0.016456306,2316.1834893682403,"5th meat, 400g, placeholder and black plate_grid_5x5_r3_c0_r3_c6.jpg",train,dataset_tile
clahe_percentile,0.66185194,0.2189163,0.3307627463572883,107.95764272803225,7.1826680604144855,0.056502342224121094,1.0,28.926513662716133,"5th meat, 400g, placeholder and black plate_grid_5x5_r3_c0_r3_c6.jpg",train,dataset_tile
mild_clahe_percentile,0.6766585,0.20839897,0.30798202721413565,106.11162290184313,6.922441304696782,0.05431079864501953,1.0,29.449982635781804,"5th meat, 400g, placeholder and black plate_grid_5x5_r3_c0_r3_c6.jpg",train,dataset_tile
percentile_only,0.67236626,0.21325338,0.3171679989266347,62.7521190847101,6.198942367842031,0.019556045532226562,1.0,35.326548866536946,"5th meat, 400g, placeholder and black plate_grid_5x5_r3_c0_r3_c6.jpg",train,dataset_tile
current_zscore,-0.0015250676,0.0027493665,-1.8039662011818212,0.04162025442565209,0.5891892740400932,0.0,0.024684459,1992.0259735943087,"4th Meat, 400 g, 3 wts_grid_5x5_r3_c0_r5_c0.jpg",train,dataset_tile
clahe_percentile,0.5603716,0.1734595,0.30954316282577954,126.75898115991367,7.085918297155287,0.09896659851074219,1.0,27.727688889906947,"4th Meat, 400 g, 3 wts_grid_5x5_r3_c0_r5_c0.jpg",train,dataset_tile
mild_clahe_percentile,0.5724608,0.15872574,0.27726871325763813,118.16716839277657,6.791610478036995,0.0888519287109375,1.0,28.746927272699608,"4th Meat, 400 g, 3 wts_grid_5x5_r3_c0_r5_c0.jpg",train,dataset_tile
percentile_only,0.59358907,0.13620287,0.2294561167145073,46.61541007296091,6.157900871189974,0.022661209106445312,1.0,40.3711396220345,"4th Meat, 400 g, 3 wts_grid_5x5_r3_c0_r5_c0.jpg",train,dataset_tile
current_zscore,-0.0018400361,0.006121557,-3.3286769669484397,0.12556457501705154,0.9805498320164535,0.0,0.03694906,709.4109101457061,Meat_Lauren_r3_c4.jpg,train,dataset_tile
clahe_percentile,0.62029123,0.2393147,0.38580961098255573,97.3563386807279,7.769704360858112,0.0975046157836914,1.0,19.530530831813852,Meat_Lauren_r3_c4.jpg,train,dataset_tile
mild_clahe_percentile,0.6578427,0.21656698,0.3292073501599225,83.36578709677269,7.595276067513073,0.08540058135986328,1.0,20.290247308362797,Meat_Lauren_r3_c4.jpg,train,dataset_tile
percentile_only,0.73219544,0.1706919,0.23312310575537637,31.438557992753886,7.1720751049849,0.0267181396484375,1.0,25.462103175852214,Meat_Lauren_r3_c4.jpg,train,dataset_tile
current_zscore,0.0034295276,0.002699055,0.7867754770346679,0.3100051869369054,0.9944200213363702,0.0,0.036483318,1059.446456759366,6 BEEF Shoulder -1_grid_5x5_r6_c1_r8_c9.jpg,train,dataset_tile
clahe_percentile,0.75753,0.15373564,0.20294303856160179,122.34217877445784,6.936223198386335,0.08492469787597656,1.0,25.65739784870788,6 BEEF Shoulder -1_grid_5x5_r6_c1_r8_c9.jpg,train,dataset_tile
mild_clahe_percentile,0.79201853,0.13310045,0.16805197919332163,97.59786167315906,6.639748049366856,0.06413555145263672,1.0,26.638497271115966,6 BEEF Shoulder -1_grid_5x5_r6_c1_r8_c9.jpg,train,dataset_tile
percentile_only,0.8568245,0.089099966,0.1039884599557114,35.505301355681695,5.841535138264572,0.016092300415039062,1.0,32.19726521058539,6 BEEF Shoulder -1_grid_5x5_r6_c1_r8_c9.jpg,train,dataset_tile
current_zscore,0.0028331545,0.0025074093,0.8847115771669183,0.3066835403433288,0.9392825954632795,0.0,0.03306786,1116.911001807214,6 BEEF Shoulder -1_grid_5x5_r6_c2_r5_c0.jpg,train,dataset_tile
clahe_percentile,0.755586,0.14088419,0.18645660335414782,189.96420204126844,6.787845933013295,0.11533164978027344,1.0,25.058312635872046,6 BEEF Shoulder -1_grid_5x5_r6_c2_r5_c0.jpg,train,dataset_tile
mild_clahe_percentile,0.7861266,0.12570445,0.1599033671099247,149.48516817275095,6.524557235479622,0.08568572998046875,1.0,25.66984228346447,6 BEEF Shoulder -1_grid_5x5_r6_c2_r5_c0.jpg,train,dataset_tile
percentile_only,0.8416973,0.08586479,0.10201374087265493,48.530230644347284,5.761529047711667,0.019351959228515625,1.0,32.692645943531296,6 BEEF Shoulder -1_grid_5x5_r6_c2_r5_c0.jpg,train,dataset_tile
current_zscore,-0.0016145253,0.0074091125,-4.591878652597269,0.06477832746077183,0.9663805850295174,0.0,0.036172822,1299.9528936811773,6 BEEF Shoulder -1_grid_5x5_r2_c1_r7_c0.jpg,train,dataset_tile
clahe_percentile,0.6619097,0.2459066,0.37151024530138477,42.3181557059288,7.566755177308175,0.026355743408203125,1.0,29.02596609000158,6 BEEF Shoulder -1_grid_5x5_r2_c1_r7_c0.jpg,train,dataset_tile
